sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	Gene3D	G3DSA:3.30.70.330	-	177	293	1.4E-24	TRUE	06-12-2020	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	CDD	cd12583	RRM2_hnRNPD	183	257	5.29735E-53	TRUE	06-12-2020			Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	PANTHER	PTHR48033	RNA-BINDING (RRM/RBD/RNP MOTIFS) FAMILY PROTEIN	4	355	0.0	TRUE	06-12-2020			Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	96	178	6.58E-26	TRUE	06-12-2020	IPR035979	RNA-binding domain superfamily	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	Pfam	PF08143	CBFNT (NUC161) domain	1	78	6.0E-12	TRUE	06-12-2020	IPR012956	CARG-binding factor, N-terminal	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	CDD	cd12575	RRM1_hnRNPD_like	99	172	3.30151E-46	TRUE	06-12-2020			Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	MobiDBLite	mobidb-lite	consensus disorder prediction	67	91	-	TRUE	06-12-2020			Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	184	245	4.3E-16	TRUE	06-12-2020	IPR000504	RNA recognition motif domain	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	100	167	3.1E-17	TRUE	06-12-2020	IPR000504	RNA recognition motif domain	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	SUPERFAMILY	SSF54928	RNA-binding domain, RBD	178	287	1.1E-26	TRUE	06-12-2020	IPR035979	RNA-binding domain superfamily	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	SMART	SM00360	rrm1_1	98	170	4.5E-25	TRUE	06-12-2020	IPR000504	RNA recognition motif domain	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	SMART	SM00360	rrm1_1	183	255	9.0E-21	TRUE	06-12-2020	IPR000504	RNA recognition motif domain	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	97	179	18.001	TRUE	06-12-2020	IPR000504	RNA recognition motif domain	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	MobiDBLite	mobidb-lite	consensus disorder prediction	1	91	-	TRUE	06-12-2020			Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	ProSiteProfiles	PS50102	Eukaryotic RNA Recognition Motif (RRM) profile.	182	261	17.37	TRUE	06-12-2020	IPR000504	RNA recognition motif domain	Q60668
sp|Q60668|HNRPD_MOUSE	94c868965bceed86b3ccf737bff9d9c7	355	Gene3D	G3DSA:3.30.70.330	-	51	176	5.9E-27	TRUE	06-12-2020	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	Q60668
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	MobiDBLite	mobidb-lite	consensus disorder prediction	232	289	-	TRUE	06-12-2020			Q3TQI7
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	TRUE	06-12-2020			Q3TQI7
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	MobiDBLite	mobidb-lite	consensus disorder prediction	85	111	-	TRUE	06-12-2020			Q3TQI7
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	Pfam	PF07052	Hepatocellular carcinoma-associated antigen 59	101	197	2.0E-29	TRUE	06-12-2020	IPR010756	Telomere length and silencing protein 1	Q3TQI7
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	PANTHER	PTHR13486	TELOMERE LENGTH AND SILENCING PROTEIN 1 TLS1 FAMILY MEMBER	2	289	4.7E-113	TRUE	06-12-2020	IPR010756	Telomere length and silencing protein 1	Q3TQI7
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	Coils	Coil	Coil	17	37	-	TRUE	06-12-2020			Q3TQI7
sp|Q3TQI7|TLS1_MOUSE	4dfb80213c812bd6805e85166e930ea5	289	MobiDBLite	mobidb-lite	consensus disorder prediction	232	283	-	TRUE	06-12-2020			Q3TQI7
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Pfam	PF00270	DEAD/DEAH box helicase	141	285	6.8E-17	TRUE	06-12-2020	IPR011545	DEAD/DEAH box helicase domain	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Gene3D	G3DSA:3.40.50.300	-	107	310	3.8E-82	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	PIRSF	PIRSF005198	SKI2	8	1040	0.0	TRUE	06-12-2020	IPR016438	ATP-dependent RNA helicase Ski2-like	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	CDD	cd18795	SF2_C_Ski2	310	538	4.35852E-65	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	MobiDBLite	mobidb-lite	consensus disorder prediction	16	77	-	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Gene3D	G3DSA:1.10.3380.30	-	565	1031	0.0	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Pfam	PF00271	Helicase conserved C-terminal domain	421	526	2.4E-6	TRUE	06-12-2020	IPR001650	Helicase, C-terminal	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	SMART	SM01142	DSHCT_2	863	1040	2.2E-98	TRUE	06-12-2020	IPR012961	ATP-dependent RNA helicase Ski2, C-terminal	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Gene3D	G3DSA:3.40.50.300	-	311	558	1.6E-86	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	SMART	SM00490	helicmild6	437	526	3.5E-19	TRUE	06-12-2020	IPR001650	Helicase, C-terminal	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	MobiDBLite	mobidb-lite	consensus disorder prediction	19	48	-	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	PANTHER	PTHR12131	ATP-DEPENDENT RNA AND DNA HELICASE	85	1039	0.0	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	146	302	23.493	TRUE	06-12-2020	IPR014001	Helicase superfamily 1/2, ATP-binding domain	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	SMART	SM00487	ultradead3	134	317	7.0E-34	TRUE	06-12-2020	IPR014001	Helicase superfamily 1/2, ATP-binding domain	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Pfam	PF08148	DSHCT (NUC185) domain	866	1035	2.6E-56	TRUE	06-12-2020	IPR012961	ATP-dependent RNA helicase Ski2, C-terminal	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Coils	Coil	Coil	830	850	-	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Pfam	PF13234	rRNA-processing arch domain	580	839	2.4E-87	TRUE	06-12-2020	IPR025696	rRNA-processing arch domain	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	CDD	cd18024	DEXHc_Mtr4-like	108	310	0.0	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Gene3D	G3DSA:1.20.1500.20	-	587	839	0.0	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	CDD	cd13154	KOW_Mtr4	651	776	1.4015E-70	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	PANTHER	PTHR12131:SF7	EXOSOME RNA HELICASE MTR4	85	1039	0.0	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	Gene3D	G3DSA:2.40.30.300	-	653	771	0.0	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	MobiDBLite	mobidb-lite	consensus disorder prediction	56	77	-	TRUE	06-12-2020			Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	403	575	12.894	TRUE	06-12-2020	IPR001650	Helicase, C-terminal	Q9CZU3
sp|Q9CZU3|MTREX_MOUSE	fbc850844013c0e87b478ba595ffe268	1040	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	150	540	1.49E-49	TRUE	06-12-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase	Q9CZU3
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	PANTHER	PTHR10953:SF5	SUMO-ACTIVATING ENZYME SUBUNIT 2	18	520	0.0	TRUE	06-12-2020	IPR030661	SUMO-activating enzyme subunit Uba2	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	PIRSF	PIRSF039133	SUMO_E1B	1	633	0.0	TRUE	06-12-2020	IPR030661	SUMO-activating enzyme subunit Uba2	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	MobiDBLite	mobidb-lite	consensus disorder prediction	568	584	-	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	ProSitePatterns	PS00536	Ubiquitin-activating enzyme signature 1.	402	410	-	TRUE	06-12-2020	IPR018074	Ubiquitin-activating enzyme E1, conserved site	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	MobiDBLite	mobidb-lite	consensus disorder prediction	548	638	-	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	MobiDBLite	mobidb-lite	consensus disorder prediction	202	233	-	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	30	5.0	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	PANTHER	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	18	520	0.0	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Pfam	PF00899	ThiF family	10	439	3.2E-74	TRUE	06-12-2020	IPR000594	THIF-type NAD/FAD binding fold	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Gene3D	G3DSA:1.10.10.520	Ubiquitin activating enzymes (Uba3). Chain: B	168	380	0.0	TRUE	06-12-2020	IPR023318	Ubiquitin activating enzyme, alpha domain superfamily	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	MobiDBLite	mobidb-lite	consensus disorder prediction	208	233	-	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Pfam	PF16195	SUMO-activating enzyme subunit 2 C-terminus	547	633	1.5E-26	TRUE	06-12-2020	IPR032426	SUMO-activating enzyme subunit 2, C-terminal domain	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Pfam	PF14732	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	450	535	9.8E-24	TRUE	06-12-2020	IPR028077	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Gene3D	G3DSA:3.10.290.20	-	443	573	2.4E-47	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Gene3D	G3DSA:3.10.290.20	-	577	638	3.8E-6	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	Gene3D	G3DSA:3.40.50.720	-	18	442	0.0	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	ProSitePatterns	PS00865	Ubiquitin-activating enzyme active site.	171	179	-	TRUE	06-12-2020	IPR033127	Ubiquitin-activating enzyme E1, Cys active site	Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	CDD	cd01489	Uba2_SUMO	19	442	0.0	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	MobiDBLite	mobidb-lite	consensus disorder prediction	602	631	-	TRUE	06-12-2020			Q9Z1F9
sp|Q9Z1F9|SAE2_MOUSE	874abad98194416df321f3c6824e7126	638	SUPERFAMILY	SSF69572	Activating enzymes of the ubiquitin-like proteins	9	520	1.14E-102	TRUE	06-12-2020	IPR035985	Ubiquitin-activating enzyme	Q9Z1F9
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	25	119	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	Pfam	PF00270	DEAD/DEAH box helicase	277	448	9.2E-49	TRUE	06-12-2020	IPR011545	DEAD/DEAH box helicase domain	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	325	608	4.68E-73	TRUE	06-12-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	89	104	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	SMART	SM00487	ultradead3	272	474	8.3E-68	TRUE	06-12-2020	IPR014001	Helicase superfamily 1/2, ATP-binding domain	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	Gene3D	G3DSA:3.40.50.300	-	215	460	3.8E-83	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	PANTHER	PTHR24031:SF125	ATP-DEPENDENT RNA HELICASE DDX42	10	892	0.0	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	182	203	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	284	459	32.056	TRUE	06-12-2020	IPR014001	Helicase superfamily 1/2, ATP-binding domain	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	723	929	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	487	632	22.863	TRUE	06-12-2020	IPR001650	Helicase, C-terminal	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	ProSitePatterns	PS00039	DEAD-box subfamily ATP-dependent helicases signature.	405	413	-	TRUE	06-12-2020	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	662	682	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	ProSiteProfiles	PS51195	DEAD-box RNA helicase Q motif profile.	253	281	11.041	TRUE	06-12-2020	IPR014014	RNA helicase, DEAD-box type, Q motif	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	803	929	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	Pfam	PF00271	Helicase conserved C-terminal domain	488	593	2.1E-27	TRUE	06-12-2020	IPR001650	Helicase, C-terminal	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	PANTHER	PTHR24031	RNA HELICASE	10	892	0.0	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	723	800	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	CDD	cd17952	DEADc_DDX42	264	460	0.0	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	SMART	SM00490	helicmild6	512	593	1.8E-33	TRUE	06-12-2020	IPR001650	Helicase, C-terminal	Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	CDD	cd18787	SF2_C_DEAD	471	602	3.31833E-53	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	Gene3D	G3DSA:3.40.50.300	-	461	636	8.5E-50	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	Coils	Coil	Coil	120	157	-	TRUE	06-12-2020			Q810A7
sp|Q810A7|DDX42_MOUSE	359e04ce7b933eb7b97849b330b37319	929	MobiDBLite	mobidb-lite	consensus disorder prediction	36	52	-	TRUE	06-12-2020			Q810A7
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	Gene3D	G3DSA:2.40.100.10	-	471	646	3.1E-86	TRUE	06-12-2020	IPR029000	Cyclophilin-like domain superfamily	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	Gene3D	G3DSA:2.130.10.10	-	261	329	3.2E-8	TRUE	06-12-2020	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	SMART	SM00320	WD40_4	211	251	4.8	TRUE	06-12-2020	IPR001680	WD40 repeat	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	SMART	SM00320	WD40_4	122	161	0.015	TRUE	06-12-2020	IPR001680	WD40 repeat	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	SMART	SM00320	WD40_4	80	117	0.052	TRUE	06-12-2020	IPR001680	WD40 repeat	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	SMART	SM00320	WD40_4	269	308	0.0024	TRUE	06-12-2020	IPR001680	WD40 repeat	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	Gene3D	G3DSA:2.130.10.10	-	74	253	3.5E-14	TRUE	06-12-2020	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	86	170	11.366	TRUE	06-12-2020	IPR017986	WD40-repeat-containing domain	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	496	644	4.8E-51	TRUE	06-12-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	MobiDBLite	mobidb-lite	consensus disorder prediction	8	30	-	TRUE	06-12-2020			Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	507	522	1.1E-27	TRUE	06-12-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	Q8CEC6
sp|Q8CEC6|PPWD1_MOUSE	2ef0a9e26c669fa75e9a87b4d382c795	646	PRINTS	PR00153	Cyclophilin peptidyl-prolyl cis-trans isomerase signature	533	545	1.1E-27	TRUE	06-12-2020	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	Q8CEC6
